GENDER,MARRITAL_STATUS,BVN,MEANS_OF_IDENTIFICATION,EMAIL_ADDRESS,TYPE_OF_LOAN,MONTHLY_INCOME_TOTAL,LOAN_AMOUNT,OUTSTANDING_LOAN_BALANCE,COUNT_OF_CHILDREN,YEAR_OF_BIRTH,YEARS_IN_PRESENT_EMPLOYMENT,OCCUPATION_TYPE,EMPLOYMENT_TYPE,OWN_A_CAR,OWN_A_HOUSE,EDUCATIONAL_QUALIFICATION,HOUSE_TYPE,APARTMENT_TYPE,ACCOMODATION_TYPE,LIVING_REGION_CONDITION,DSTV_OR_GOtv_LASTDAY_RECHARGE,NEPA_LASTDAY_PAY,PHONE_LASTDAY_RECHARGE,TARGET
female,widowed,87682209618,National ID Card,no,secured overdraft,47000,877700,9000,1,1994,above ten years,Laborer,contract,yes,yes,Primary School Leaving Certificate,Detached,five rooms,Official Quarters,good,less than three weeks ago,less than three weeks ago,less than three weeks ago,1
female,widowed,88025673306,Valid INEC Voter’s Card,no,secured overdraft,100000,999976,76430,1,1983,three years,teacher,permanet,yes,no,Graduate,face-me i face-you,five rooms,Official Quarters,bad,less than three weeks ago,a month ago,less than six months,0
female,divorced,88369136993,National ID Card,no,joint mortgage,78000,3737647,78900,1,1979,above ten years,Driver,permanet,yes,no,Primary School Leaving Certificate,block of flats,one room,Official Quarters,very good,less than three weeks ago,three months ago,a month ago,1
female,widowed,88712600680,NIN,no,automobile loan,20000000,90883,54300,0,1964,two years,teacher,contract,no,yes,Primary School Leaving Certificate,Bungalow,one room,Living with Parents/Friends/Family,good,less than three weeks ago,less than three weeks ago,less than three weeks ago,1
male,single,89056064368,Valid INEC Voter’s Card,yes,joint mortgage,500000,85340,98000,0,1972,above ten years,Driver,contract,yes,no,Post Graduate,face-me i face-you,four rooms,Living with Parents/Friends/Family,good,less than three weeks ago,a month ago,less than three weeks ago,0
female,divorced,89399528055,NIN,yes,personal home loan,30000,849483,0,0,1959,three years,Laborer,permanet,yes,no,Secondary School,Bungalow,five rooms,Living with Parents/Friends/Family,very good,a month ago,two months ago,a year ago,1
male,single,89742991742,National ID Card,yes,secured overdraft,50000,9540,0,3,1988,above ten years,Driver,contract,yes,no,Diploma,face-me i face-you,Studio,Official Quarters,very bad,less than three weeks ago,a month ago,less than three weeks ago,1
male,single,90086455429,Valid INEC Voter’s Card,yes,joint mortgage,200000,655500,0,2,1976,nine years,teacher,contract,yes,no,Professional,Terraced,four rooms,Rented,very good,two months ago,less than three weeks ago,a month ago,0
male,widowed,90429919117,National Driver’s Licence,no,salary loan,4800000,36640,0,0,2004,seven years,Accountant,permanet,yes,yes,Secondary School,Duplex,three rooms,Official Quarters,very bad,a month ago,less than three weeks ago,a year ago,0
female,widowed,90773382804,Int’l Passport,yes,personal home loan,1000000,89000,0,3,2006,above ten years,Driver,contract,yes,yes,Professional,Mansion,Studio,Official Quarters,very good,a month ago,less than three weeks ago,a month ago,1
male,single,91116846491,National Driver’s Licence,yes,secured overdraft,20000,536000,0,6,2000,less than one year,Laborer,permanet,no,yes,Post Graduate,face-me i face-you,four rooms,owned,very bad,a month ago,a month ago,less than three weeks ago,1
female,widowed,91460310179,National ID Card,yes,salary loan,7000000,870000,0,3,2000,nine years,Accountant,contract,yes,yes,Graduate,face-me i face-you,three rooms,Official Quarters,good,less than three weeks ago,a month ago,two months ago,1
male,single,91803773866,National Driver’s Licence,yes,joint mortgage,100000,63000,0,3,2000,five years,teacher,contract,yes,no,Post Graduate,Penthouse,five rooms,Living with Parents/Friends/Family,very bad,less than three weeks ago,less than six months,less than three weeks ago,0
male,widowed,92147237553,NIN,yes,joint mortgage,700000,263000,0,6,1985,less than one year,Driver,permanet,yes,yes,Diploma,Detached,two rooms,Rented,good,less than three weeks ago,less than three weeks ago,less than three weeks ago,1
female,divorced,92490701240,Int’l Passport,yes,secured overdraft,40000,58000,0,8,1964,two years,teacher,permanet,yes,yes,Graduate,Bungalow,four rooms,Living with Parents/Friends/Family,very good,three months ago,a month ago,a month ago,0
male,divorced,92834164928,Valid INEC Voter’s Card,no,personal home loan,30000,64200,0,3,1972,three years,Driver,permanet,no,yes,Secondary School,Semi-detached,five rooms,Official Quarters,bad,a month ago,a month ago,less than three weeks ago,0
male,widowed,93177628615,Int’l Passport,yes,automobile loan,71000,575800,0,9,2007,eight years,teacher,contract,yes,yes,Primary School Leaving Certificate,block of flats,Studio,Living with Parents/Friends/Family,good,a year ago,less than three weeks ago,less than three weeks ago,1
female,divorced,93521092302,NIN,yes,personal home loan,630000,585850,0,1,1963,less than one year,Accountant,contract,yes,yes,Primary School Leaving Certificate,Bungalow,four rooms,Official Quarters,very good,less than three weeks ago,less than three weeks ago,less than three weeks ago,0
male,single,93864555990,Valid INEC Voter’s Card,yes,secured overdraft,130000,36300,89000,3,1967,two years,Driver,contract,no,yes,Secondary School,Penthouse,one room,Rented,very good,less than three weeks ago,less than three weeks ago,less than three weeks ago,1
female,divorced,94208019677,National ID Card,yes,personal home loan,400000,777000,7000000,4,1994,four years,teacher,contract,yes,no,Graduate,Terraced,Studio,Official Quarters,very bad,less than three weeks ago,less than three weeks ago,less than three weeks ago,0
female,single,94551483364,National Driver’s Licence,no,secured overdraft,19900,52700,8000,7,1994,above ten years,Driver,permanet,yes,yes,Graduate,face-me i face-you,four rooms,Living with Parents/Friends/Family,good,less than three weeks ago,a month ago,less than three weeks ago,0
female,widowed,94894947051,Int’l Passport,yes,salary loan,100000,6877860,98670,3,1983,three years,Accountant,contract,no,yes,Diploma,Terraced,one room,Rented,bad,a month ago,less than six months,less than three weeks ago,1
male,single,95238410739,National Driver’s Licence,yes,personal home loan,78000,25300,0,8,1976,above ten years,Driver,permanet,no,yes,Secondary School,Mansion,three rooms,Official Quarters,good,less than six months,a month ago,less than three weeks ago,1
female,widowed,95581874426,NIN,no,joint mortgage,20000000,768,0,3,2004,less than one year,Driver,permanet,yes,yes,Primary School Leaving Certificate,Detached,Studio,Living with Parents/Friends/Family,very good,less than three weeks ago,less than three weeks ago,three months ago,1
female,single,95925338113,National Driver’s Licence,yes,salary loan,500000,88783,60000,9,2007,above ten years,Laborer,permanet,yes,no,Primary School Leaving Certificate,Terraced,five rooms,Official Quarters,very bad,less than three weeks ago,two months ago,less than three weeks ago,0
female,single,96268801801,NIN,yes,joint mortgage,30000,899000,0,4,1963,nine years,Accountant,permanet,no,yes,Professional,Duplex,four rooms,Official Quarters,very bad,two months ago,less than three weeks ago,two months ago,1
female,widowed,96612265488,NIN,no,personal home loan,50000,547000,34000,3,1967,two years,Accountant,contract,no,yes,Secondary School,Mansion,Studio,Rented,good,less than three weeks ago,a month ago,less than three weeks ago,0
male,divorced,96955729175,National ID Card,no,automobile loan,200000,6800,0,2,1994,three years,Laborer,contract,yes,no,Professional,Bungalow,one room,Official Quarters,bad,less than three weeks ago,three months ago,a month ago,0
female,single,97299192863,Int’l Passport,yes,personal home loan,4800000,858400,0,2,1994,nine years,Driver,contract,yes,yes,Graduate,face-me i face-you,four rooms,Living with Parents/Friends/Family,very good,less than three weeks ago,a month ago,less than three weeks ago,0
male,widowed,97642656550,Valid INEC Voter’s Card,yes,joint mortgage,1000000,8744,0,2,1983,seven years,Driver,contract,yes,yes,Diploma,Detached,five rooms,owned,bad,two months ago,less than three weeks ago,less than three weeks ago,0
male,single,97986120237,National Driver’s Licence,no,secured overdraft,20000,25379,0,2,1979,less than one year,Laborer,permanet,yes,no,Post Graduate,block of flats,two rooms,Rented,good,less than three weeks ago,two months ago,a month ago,1
male,divorced,98329583924,National Driver’s Licence,no,automobile loan,7000000,44000,0,2,1964,two years,Accountant,contract,yes,no,Graduate,face-me i face-you,three rooms,Rented,very good,less than three weeks ago,less than three weeks ago,three months ago,0
female,single,98673047612,National Driver’s Licence,yes,joint mortgage,100000,3772800,0,2,1972,eight years,Driver,contract,yes,yes,Secondary School,Mansion,one room,Rented,very good,two months ago,less than three weeks ago,a month ago,1
male,single,99016511299,NIN,yes,joint mortgage,700000,54000,0,6,1959,five years,Accountant,contract,no,yes,Graduate,Bungalow,five rooms,Living with Parents/Friends/Family,bad,less than three weeks ago,a month ago,a year ago,1
female,divorced,99359974986,Valid INEC Voter’s Card,yes,secured overdraft,40000,14000,0,6,1988,four years,Driver,permanet,yes,no,Graduate,face-me i face-you,four rooms,Living with Parents/Friends/Family,good,less than three weeks ago,a month ago,less than three weeks ago,0
male,single,99703438674,Valid INEC Voter’s Card,yes,personal home loan,30000,13000,0,6,1976,above ten years,Accountant,permanet,yes,no,Primary School Leaving Certificate,Penthouse,one room,Rented,very bad,a month ago,less than three weeks ago,two months ago,1
male,widowed,87650467384,National ID Card,yes,salary loan,71000,188800,87000,4,2004,less than one year,Laborer,contract,no,yes,Secondary School,Semi-detached,four rooms,Living with Parents/Friends/Family,very good,three months ago,less than three weeks ago,less than three weeks ago,1
female,single,98765805454,NIN,yes,joint mortgage,630000,13000,7400,7,2007,above ten years,Driver,contract,yes,yes,Post Graduate,Terraced,Studio,Official Quarters,very bad,a month ago,less than three weeks ago,a month ago,0
male,divorced,78650854245,National ID Card,no,joint mortgage,130000,14000,9000,4,1963,eight years,Laborer,permanet,yes,yes,Diploma,face-me i face-you,five rooms,Official Quarters,very good,a year ago,less than six months,less than three weeks ago,0
male,single,86597845656,Valid INEC Voter’s Card,yes,automobile loan,400000,15000,12000,4,1978,less than one year,Accountant,permanet,yes,yes,Secondary School,Bungalow,one room,Living with Parents/Friends/Family,good,less than three weeks ago,a month ago,a year ago,1
female,divorced,26556556652,Int’l Passport,yes,personal home loan,19900,16000,0,4,1962,above ten years,Accountant,contract,no,yes,Primary School Leaving Certificate,Duplex,five rooms,Living with Parents/Friends/Family,very good,two months ago,less than three weeks ago,less than six months,1
male,widowed,45656565446,National ID Card,no,personal home loan,310000,17000,0,8,1967,two years,Driver,contract,yes,yes,Primary School Leaving Certificate,Penthouse,Studio,Official Quarters,very bad,less than three weeks ago,less than three weeks ago,two months ago,1
female,single,46556546577,NIN,yes,salary loan,19000,18000,4200,4,1965,eight years,Driver,permanet,yes,no,Professional,Mansion,five rooms,Rented,very good,a month ago,a year ago,less than three weeks ago,0
female,single,48769548705,National Driver’s Licence,yes,secured overdraft,67000,19001,760000,5,2008,above ten years,Laborer,contract,no,yes,Graduate,face-me i face-you,Studio,Living with Parents/Friends/Family,good,less than three weeks ago,less than three weeks ago,less than three weeks ago,1
female,divorced,68457546643,Int’l Passport,yes,secured overdraft,380000,27710,0,3,2002,less than one year,Driver,contract,yes,yes,Post Graduate,Bungalow,four rooms,Rented,very bad,a year ago,a month ago,less than three weeks ago,0
male,divorced,43265656542,Valid INEC Voter’s Card,no,personal home loan,76400,22000,0,3,1998,two years,teacher,permanet,yes,no,Secondary School,face-me i face-you,five rooms,Official Quarters,bad,less than six months,a year ago,two months ago,0
female,widowed,65843435409,National Driver’s Licence,yes,salary loan,736000,23000,700,3,1972,above ten years,Driver,permanet,yes,yes,Diploma,Mansion,five rooms,Living with Parents/Friends/Family,very good,two months ago,a month ago,three months ago,1
female,single,93656465765,Valid INEC Voter’s Card,yes,secured overdraft,26000,3400,4500,0,1973,three years,Laborer,contract,yes,yes,Post Graduate,Terraced,four rooms,Official Quarters,bad,less than three weeks ago,less than three weeks ago,two months ago,0
female,single,74878973745,National ID Card,no,salary loan,15000,25000,70000,0,2006,five years,Driver,contract,yes,yes,Secondary School,Detached,one room,Rented,bad,less than three weeks ago,two months ago,less than three weeks ago,1
female,single,87890546845,Int’l Passport,yes,secured overdraft,70000,25000,8600,0,2000,nine years,Laborer,contract,no,no,Graduate,block of flats,three rooms,Rented,good,less than three weeks ago,less than three weeks ago,less than three weeks ago,0
male,divorced,21454364645,NIN,yes,salary loan,894000,26000,43200,4,2000,seven years,teacher,contract,yes,yes,Graduate,Bungalow,one room,Rented,good,two months ago,less than three weeks ago,less than three weeks ago,0
female,widowed,65642343544,National ID Card,yes,personal home loan,60000,27000,61000,4,2000,three years,Driver,contract,yes,yes,Secondary School,face-me i face-you,two rooms,Official Quarters,very bad,three months ago,a month ago,a month ago,1
male,widowed,63265754754,National Driver’s Licence,yes,personal home loan,100000,28000,0,4,1985,five years,teacher,contract,yes,no,Diploma,Terraced,Studio,Rented,very good,two months ago,less than three weeks ago,less than three weeks ago,1
male,divorced,75274645856,NIN,yes,personal home loan,12000,29000,0,4,1964,seven years,Driver,contract,yes,yes,Primary School Leaving Certificate,Penthouse,two rooms,Living with Parents/Friends/Family,bad,less than three weeks ago,less than three weeks ago,less than three weeks ago,1
male,single,98765677654,NIN,no,secured overdraft,7000000,31000,7000,4,1972,above ten years,Laborer,contract,yes,yes,Professional,Semi-detached,five rooms,owned,good,less than three weeks ago,less than three weeks ago,less than six months,0
female,divorced,56787654345,National Driver’s Licence,yes,salary loan,50000,32000,9000,2,2007,above ten years,Driver,permanet,yes,yes,Graduate,Semi-detached,five rooms,Rented,very bad,less than three weeks ago,less than three weeks ago,a month ago,1
